PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90108558.102b,26.0,M,Cohabiting,80.0,Annual,Private employee,7.0,Cheapest,P9,Diesel,Professional,Opened collective parking,Center,322.3
90130052.101b,37.0,M,Single,50.0,Half-yearly,Public employee,10.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Center,302.9
90144730.101a,33.0,F,null,50.0,Annual,null,4.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,South West,260.3
90160507.100c,50.0,F,null,50.0,Annual,null,5.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,South West,289.0
90156931.100b,62.0,F,null,54.0,Half-yearly,null,13.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,204.3
90160521.102a,43.0,M,null,50.0,Half-yearly,null,12.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,192.6
90176013.100c,87.0,M,null,69.0,Half-yearly,null,5.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,619.8
90149473.100a,48.0,M,null,50.0,Half-yearly,null,10.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,South West,200.0
90151406.101a,36.0,M,null,66.0,Half-yearly,null,12.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Paris area,204.2
90168864.101b,39.0,F,null,51.0,Annual,null,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,560.5
90147782.100a,29.0,M,null,64.0,Annual,null,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,618.4
90105882.100c,29.0,M,Widowed,80.0,Half-yearly,Private employee,17.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,313.6
90149052.100b,35.0,M,null,60.0,Half-yearly,null,7.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,483.0
90128469.100a,27.0,F,Single,112.0,Half-yearly,Retiree,15.0,Cheapest,P5,Regular,Private+trip to office,Opened collective parking,Center,375.0
90154574.102a,28.0,M,null,68.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,408.6
90144586.100c,50.0,M,null,50.0,Annual,null,4.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,South West,468.0
90127883.101a,56.0,M,Cohabiting,50.0,Annual,Public employee,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,232.0
90126687.100a,50.0,F,Cohabiting,50.0,Annual,Public employee,9.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,294.2
90106069.101a,49.0,M,Married,72.0,Half-yearly,Public employee,8.0,Cheapest,P10,Diesel,Private+trip to office,Street,Paris area,421.3
90159582.100a,49.0,F,null,50.0,Quarterly,null,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,255.9
90108568.101b,41.0,M,Single,112.0,Half-yearly,Private employee,12.0,Cheaper,P10,Regular,Private+trip to office,Opened collective parking,Center,642.9
90177804.100a,56.0,M,null,50.0,Half-yearly,null,10.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,301.6
90158479.100a,34.0,M,null,80.0,Half-yearly,null,9.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,232.5
90116372.101b,51.0,M,Single,50.0,Annual,Private employee,8.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,165.5
90165976.100a,63.0,F,null,50.0,Annual,null,2.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,267.0
90152346.101a,50.0,M,null,50.0,Annual,null,1.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,488.0
90158350.100c,34.0,F,null,60.0,Half-yearly,null,2.0,Medium,P14,Regular,Private+trip to office,Closed zbox,Headquarters,762.0
90190117.100a,56.0,M,null,54.0,Half-yearly,null,5.0,Medium,P15,Regular,Private+trip to office,Closed collective parking,Headquarters,977.9
1007675.100a,29.0,M,Single,76.0,Half-yearly,Private employee,10.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,366.2
90174460.101a,31.0,M,null,64.0,Half-yearly,null,9.0,Cheaper,P11,Diesel,Private+trip to office,Street,Center,309.7
90117995.101c,44.0,M,Cohabiting,50.0,Half-yearly,Retiree,3.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,462.6
90134103.100c,46.0,M,null,50.0,Half-yearly,null,4.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Center,459.4
90182210.100a,41.0,M,null,72.0,Annual,null,17.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Paris area,377.2
90129654.101c,31.0,M,Cohabiting,54.0,Half-yearly,Craftsman,3.0,Medium low,P15,Diesel,Private+trip to office,Closed collective parking,Paris area,717.8
90145552.101d,36.0,M,null,63.0,Half-yearly,null,7.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,South West,486.1
90159906.100a,22.0,F,null,95.0,Quarterly,null,12.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,407.2
90146041.101a,31.0,F,null,57.99999999999999,Half-yearly,null,11.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,South West,272.4
90179963.101a,37.0,F,null,50.0,Annual,null,20.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,165.0
90124660.101b,63.0,F,Married,63.0,Half-yearly,Private employee,8.0,Cheapest,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,286.6
90149756.100a,59.0,M,null,50.0,Half-yearly,null,3.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,South West,304.3
90155979.100a,37.0,F,null,51.0,Half-yearly,null,22.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,171.0
90172316.101b,34.0,M,null,60.0,Half-yearly,null,16.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,159.2
90133778.100a,22.0,F,null,90.0,Half-yearly,null,15.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,370.1
90156655.100b,34.0,M,null,80.0,Quarterly,null,9.0,Cheap,P14,Regular,Private+trip to office,Street,Center,640.7
90113039.102a,28.0,M,Single,60.0,Half-yearly,Private employee,12.0,Cheaper,P10,Diesel,Private+trip to office,Opened collective parking,Center,262.1
90151547.100a,42.0,M,null,50.0,Annual,null,4.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,South West,491.0
90125466.101a,50.0,M,Cohabiting,50.0,Annual,Private employee,11.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,223.1
90132703.100c,45.0,M,null,50.0,Half-yearly,null,3.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,415.0
90161415.100a,35.0,F,null,50.0,Half-yearly,null,5.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,314.2
90179088.103a,23.0,M,null,90.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,593.1
90120954.100b,61.0,M,Cohabiting,50.0,Annual,Private employee,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,419.5
90187933.100a,39.0,F,null,51.0,Half-yearly,null,5.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,443.8
90145363.101d,46.0,M,null,50.0,Half-yearly,null,20.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,233.1
90194721.100a,37.0,F,null,51.0,Annual,null,6.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Headquarters,235.3
90106256.10a,22.0,M,Cohabiting,85.0,Half-yearly,Private employee,17.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Center,338.1
90166862.100c,64.0,F,null,85.0,Half-yearly,null,7.0,Cheap,P13,Diesel,Private+trip to office,Street,Headquarters,922.0
1002901.101c,50.0,F,Divorced,60.0,Annual,Private employee,2.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,303.1
90178790.100a,26.0,F,null,85.0,Quarterly,null,20.0,Cheapest,P7,Regular,Professional,Opened collective parking,Center,316.1
90116847.101b,40.0,M,Cohabiting,85.0,Half-yearly,Public employee,10.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Paris area,449.3
90157656.103a,36.0,M,null,54.0,Annual,null,5.0,Medium low,P11,Diesel,Private+trip to office,Closed zbox,Center,316.2
90180127.100b,43.0,M,null,50.0,Quarterly,null,3.0,Cheaper,P12,Diesel,Private+trip to office,Street,Center,487.6
90127470.100a,31.0,M,Married,64.0,Half-yearly,Private employee,16.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,183.0
90193884.100b,39.0,M,null,50.0,Annual,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,261.2
90129273.101a,29.0,M,Cohabiting,60.0,Half-yearly,Public employee,2.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,564.8
90190886.100a,57.0,M,null,50.0,Half-yearly,null,20.0,Cheapest,P5,Regular,Private+trip to office,Closed zbox,Center,99.3
90167584.101a,32.0,M,null,51.0,Half-yearly,null,3.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,466.6
90149968.100a,49.0,F,null,50.0,Annual,null,6.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Headquarters,343.5
90172279.100a,29.0,M,null,56.99999999999999,Half-yearly,null,5.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,South West,492.3
90146022.100b,45.0,M,null,64.0,Half-yearly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,South West,299.8
90107145.101a,25.0,F,Cohabiting,72.0,Annual,Private employee,1.0,Cheaper,P10,Diesel,Private+trip to office,Closed collective parking,Center,527.4
90188853.100a,50.0,M,null,50.0,Annual,null,11.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,166.8
90172097.100a,47.0,F,null,55.00000000000001,Annual,null,6.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,South West,189.4
80100245.101b,42.0,M,Widowed,52.0,Quarterly,Private employee,6.0,Cheaper,P12,Diesel,Private+trip to office,Opened collective parking,Center,443.4
90147521.101a,71.0,M,null,50.0,Half-yearly,null,0.0,Medium,P14,Regular,Private+trip to office,Closed zbox,Center,535.6
90115979.101b,33.0,M,Married,76.0,Half-yearly,Public employee,8.0,Medium,P14,Regular,Private+trip to office,Closed collective parking,Paris area,480.4
90108388.101b,33.0,M,Cohabiting,50.0,Half-yearly,Public employee,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,347.3
90169053.100a,56.0,M,null,76.0,Monthly,null,8.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Paris area,1250.0
90194542.100a,29.0,F,null,80.0,Quarterly,null,1.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,549.5
90148166.100b,68.0,M,null,50.0,Annual,null,3.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,222.3
20100114.10a,54.0,F,Single,56.99999999999999,Annual,Private employee,5.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Paris area,348.8
90105373.101b,51.0,M,Cohabiting,50.0,Annual,Public employee,3.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,382.5
90104563.100a,35.0,M,Married,72.0,Half-yearly,Public employee,13.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,318.5
90194755.100a,42.0,F,null,85.0,Half-yearly,null,9.0,Cheapest,P7,Regular,Professional,Closed zbox,South West,311.4
90148230.100a,75.0,M,null,50.0,Annual,null,10.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,142.6
90127332.101a,63.0,M,Married,50.0,Half-yearly,Public employee,13.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,262.7
90182083.100b,40.0,M,null,50.0,Annual,null,6.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Headquarters,421.9
90110142.101c,49.0,F,Married,112.0,Half-yearly,Private employee,10.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,536.3
10200376.100a,41.0,M,Cohabiting,50.0,Annual,Private employee,7.0,Cheapest,P8,Regular,Private+trip to office,Street,Headquarters,267.5
30100213.10b,52.0,M,Cohabiting,50.0,Annual,Private employee,4.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,430.5
90139486.101a,40.0,M,null,50.0,Annual,null,3.0,More expensive,P16,Diesel,Professional run,Closed zbox,Center,1133.4
90149447.100a,42.0,F,null,50.0,Half-yearly,null,11.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,171.8
90167296.100a,32.0,M,null,68.0,Annual,null,10.0,Medium low,P14,Regular,Private+trip to office,Street,Headquarters,531.9
90111381.101c,27.0,M,Cohabiting,68.0,Half-yearly,Private employee,0.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,716.6
90158061.100b,30.0,F,null,57.99999999999999,Half-yearly,null,1.0,Cheaper,P11,Diesel,Professional run,Closed zbox,Center,580.3
90128863.100a,32.0,M,Cohabiting,64.0,Quarterly,Private employee,9.0,Medium low,P11,Regular,Private+trip to office,Closed collective parking,Center,515.1
90139456.100a,32.0,F,null,68.0,Half-yearly,null,0.0,Cheapest,P10,Regular,Private+trip to office,Closed collective parking,Center,392.4
90161248.100c,48.0,F,null,50.0,Half-yearly,null,8.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,318.3
90153213.100a,31.0,M,null,56.99999999999999,Quarterly,null,6.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,434.1
50100261.101b,35.0,M,Cohabiting,51.0,Half-yearly,Private employee,0.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,566.5
90108849.100b,34.0,M,Cohabiting,85.0,Half-yearly,Private employee,15.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,303.7
90183923.100a,36.0,F,null,60.0,Half-yearly,null,6.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Paris area,582.0
70100051.101a,39.0,M,Cohabiting,50.0,Half-yearly,Private employee,11.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,251.6
90158317.100a,31.0,F,null,80.0,Half-yearly,null,11.0,Cheapest,P9,Regular,Private+trip to office,Street,Headquarters,318.4
90149548.100a,34.0,M,null,60.0,Half-yearly,null,5.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,South West,391.4
90134479.100a,35.0,M,null,70.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Paris area,414.2
90100945.10a,68.0,M,Cohabiting,50.0,Half-yearly,Private employee,14.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,285.2
90127327.101a,37.0,F,Cohabiting,50.0,Annual,Private employee,4.0,Cheaper,P9,Diesel,Private+trip to office,Closed zbox,Center,232.8
90147391.100c,28.0,F,null,80.0,Half-yearly,null,6.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,513.0
10100159.102a,43.0,M,Cohabiting,50.0,Half-yearly,Private employee,1.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Headquarters,659.5
90184263.100a,53.0,M,null,50.0,Annual,null,7.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,214.5
90192059.100a,34.0,M,null,90.0,Half-yearly,null,4.0,Expensive,P16,Diesel,Private+trip to office,Closed collective parking,Headquarters,672.0
90108230.101a,33.0,M,Married,68.0,Half-yearly,Public employee,8.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,483.3
90149140.100b,49.0,M,null,76.0,Half-yearly,null,2.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,368.4
90155710.100b,30.0,F,null,90.0,Quarterly,null,10.0,Cheapest,P9,Regular,Private+trip to office,Street,Paris area,500.9
90132126.101b,41.0,M,null,50.0,Half-yearly,null,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,528.0
90156546.100a,30.0,M,null,60.0,Half-yearly,null,2.0,Cheapest,P10,Diesel,Private+trip to office,Opened collective parking,South West,534.6
90168856.100a,44.0,M,null,50.0,Half-yearly,null,7.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,489.0
90146355.100b,23.0,M,null,85.0,Half-yearly,null,8.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,372.6
90172474.101a,60.0,M,null,50.0,Annual,null,17.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,204.8
90133061.101c,36.0,M,null,50.0,Annual,null,0.0,Cheapest,P9,Diesel,Professional,Street,Paris area,430.3
90148419.100b,50.0,M,null,50.0,Half-yearly,null,16.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,163.8
90157487.100a,69.0,M,null,50.0,Annual,null,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,305.3
90140077.101b,29.0,M,null,56.99999999999999,Half-yearly,null,9.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Center,246.5
90146385.101b,33.0,F,null,60.0,Annual,null,10.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,Center,323.4
90154098.100a,46.0,M,null,50.0,Quarterly,null,3.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,386.7
1002364.100a,33.0,M,Cohabiting,56.99999999999999,Annual,Public employee,6.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Headquarters,302.4
90164632.100a,31.0,M,null,76.0,Annual,null,6.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,South West,415.8
90180744.100a,27.0,M,null,68.0,Half-yearly,null,2.0,Cheap,P13,Diesel,Private+trip to office,Street,Center,699.3
90194050.101b,48.0,M,null,50.0,Annual,null,2.0,Expensive,P15,Diesel,Private+trip to office,Closed zbox,Paris area,608.4
90105059.10c,32.0,M,Cohabiting,68.0,Half-yearly,Other,4.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,684.6
90163412.100a,35.0,F,null,95.0,Half-yearly,null,9.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Headquarters,456.5
90185473.100a,46.0,M,null,50.0,Annual,null,12.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Headquarters,264.0
90133714.100c,39.0,M,null,80.0,Quarterly,null,6.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,561.2
90111566.100c,53.0,M,Married,50.0,Half-yearly,Private employee,15.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Center,170.9
70201511.100a,50.0,M,Single,50.0,Half-yearly,Other,6.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,249.9
90140126.100a,48.0,F,null,50.0,Annual,null,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,299.1
90117751.100b,25.0,M,Cohabiting,85.0,Annual,Private employee,7.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,781.8
90128053.101a,32.0,M,Cohabiting,50.0,Annual,Private employee,4.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Center,421.5
90117668.101b,33.0,M,Married,51.0,Annual,Public employee,8.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,419.6
90148502.100b,29.0,M,null,60.0,Half-yearly,null,5.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Paris area,475.6
90134604.100b,41.0,M,null,50.0,Half-yearly,null,12.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Paris area,151.7
1005624.101a,28.0,F,Cohabiting,80.0,Monthly,Private employee,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,455.4
90181819.100a,33.0,F,null,72.0,Half-yearly,null,2.0,Cheapest,P9,Regular,Private+trip to office,Street,Paris area,527.7
90155646.101b,48.0,M,null,50.0,Half-yearly,null,2.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,South West,497.6
90165332.101c,74.0,M,null,50.0,Annual,null,7.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Headquarters,543.5
